Date,Open,High,Low,Close,Adj Close,Volume
1976-08-18,2.562200,2.562200,2.562200,2.562200,1.523734,19500
1976-08-19,2.549578,2.549578,2.549578,2.549578,1.516227,500
1976-08-20,2.536956,2.536956,2.536956,2.536956,1.508720,8000
1976-08-23,2.461226,2.461226,2.461226,2.461226,1.463684,1000
1976-08-24,2.435982,2.435982,2.435982,2.435982,1.448672,7500
1976-08-25,2.410740,2.410740,2.410740,2.410740,1.433661,8000
1976-08-26,2.410740,2.410740,2.410740,2.410740,1.433661,500
1976-08-27,2.499092,2.499092,2.499092,2.499092,1.486203,2500
1976-08-30,2.448604,2.448604,2.448604,2.448604,1.456178,40000
1976-08-31,2.448604,2.448604,2.448604,2.448604,1.456178,500
1976-09-01,2.461226,2.461226,2.461226,2.461226,1.463684,500
1976-09-02,2.423362,2.423362,2.423362,2.423362,1.441167,65000
1976-09-03,2.385496,2.385496,2.385496,2.385496,1.418648,500
1976-09-07,2.322388,2.322388,2.322388,2.322388,1.381117,33500
1976-09-08,2.335010,2.335010,2.335010,2.335010,1.388625,32000
1976-09-09,2.322388,2.322388,2.322388,2.322388,1.381117,1000
1976-09-10,2.360252,2.360252,2.360252,2.360252,1.403636,500
1976-09-13,2.309766,2.309766,2.309766,2.309766,1.373612,114500
1976-09-14,2.297144,2.297144,2.297144,2.297144,1.366105,22500
1976-09-15,2.297144,2.297144,2.297144,2.297144,1.366105,32000
1976-09-16,2.259280,2.259280,2.259280,2.259280,1.343587,67000
1976-09-17,2.259280,2.259280,2.259280,2.259280,1.343587,500
1976-09-20,2.259280,2.259280,2.259280,2.259280,1.343587,500
1976-09-21,2.259280,2.259280,2.259280,2.259280,1.343587,80500
1976-09-22,2.259280,2.259280,2.259280,2.259280,1.343587,1000
1976-09-23,2.259280,2.259280,2.259280,2.259280,1.343587,500
1976-09-24,2.259280,2.259280,2.259280,2.259280,1.343587,2500
1976-09-27,2.246658,2.246658,2.246658,2.246658,1.336081,500
1976-09-28,2.246658,2.246658,2.246658,2.246658,1.336081,44000
1976-09-29,2.271902,2.271902,2.271902,2.271902,1.351094,22500
1976-09-30,2.259280,2.259280,2.259280,2.259280,1.343587,500
1976-10-01,2.246658,2.246658,2.246658,2.246658,1.336081,26000
1976-10-04,2.246658,2.246658,2.246658,2.246658,1.336081,500
1976-10-05,2.259280,2.259280,2.259280,2.259280,1.343587,8000
1976-10-06,2.271902,2.271902,2.271902,2.271902,1.351094,10000
1976-10-07,2.309766,2.309766,2.309766,2.309766,1.373612,8000
1976-10-08,2.322388,2.322388,2.322388,2.322388,1.381117,31000
1976-10-11,2.309766,2.309766,2.309766,2.309766,1.373612,2500
1976-10-12,2.259280,2.259280,2.259280,2.259280,1.343587,17000
1976-10-13,2.271902,2.271902,2.271902,2.271902,1.351094,7500
1976-10-14,2.284522,2.284522,2.284522,2.284522,1.358599,500
1976-10-15,2.259280,2.259280,2.259280,2.259280,1.343587,500
1976-10-18,2.335010,2.335010,2.335010,2.335010,1.388625,500
1976-10-19,2.271902,2.271902,2.271902,2.271902,1.351094,2500
1976-10-20,2.259280,2.259280,2.259280,2.259280,1.343587,500
1976-10-21,2.309766,2.309766,2.309766,2.309766,1.373612,44000
1976-10-22,2.322388,2.322388,2.322388,2.322388,1.381117,15000
1976-10-25,2.372874,2.372874,2.372874,2.372874,1.411141,15000
1976-10-26,2.372874,2.372874,2.372874,2.372874,1.411141,2500
1976-10-27,2.435982,2.435982,2.435982,2.435982,1.448672,7500
1976-10-28,2.486470,2.486470,2.486470,2.486470,1.478697,500
1976-10-29,2.461226,2.461226,2.461226,2.461226,1.463684,500
1976-11-01,2.461226,2.461226,2.461226,2.461226,1.463684,1000
1976-11-03,2.385496,2.385496,2.385496,2.385496,1.418648,25000
1976-11-04,2.372874,2.372874,2.372874,2.372874,1.411141,35000
1976-11-05,2.309766,2.309766,2.309766,2.309766,1.373612,2500
1976-11-08,2.309766,2.309766,2.309766,2.309766,1.373612,8000
1976-11-09,2.309766,2.309766,2.309766,2.309766,1.373612,500
1976-11-10,2.309766,2.309766,2.309766,2.309766,1.373612,1000
1976-11-11,2.423362,2.423362,2.423362,2.423362,1.441167,9000
1976-11-12,2.486470,2.486470,2.486470,2.486470,1.478697,9000
1976-11-15,2.410740,2.410740,2.410740,2.410740,1.433661,500
1976-11-16,2.360252,2.360252,2.360252,2.360252,1.403636,500
1976-11-17,2.335010,2.335010,2.335010,2.335010,1.388625,500
1976-11-18,2.309766,2.309766,2.309766,2.309766,1.373612,18500
1976-11-19,2.322388,2.322388,2.322388,2.322388,1.381117,2500
